               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 120,            0.019358,           0.0068134,           0.0039597,             0.94626,             0.94722,             0.94951,             0.76379,            0.021173,           0.0062917,           0.0026284,           0.0052876,           0.0052876,           0.0052876
                 121,            0.019817,           0.0065245,            0.003787,             0.94915,             0.95081,             0.95181,             0.74685,            0.021337,           0.0063286,           0.0024146,            0.005248,            0.005248,            0.005248
                 122,            0.019826,           0.0069879,           0.0042541,             0.94994,             0.95198,             0.95143,             0.76855,            0.020383,           0.0062602,           0.0022002,           0.0052084,           0.0052084,           0.0052084
                 123,            0.019699,           0.0067984,           0.0041475,             0.94925,             0.95254,             0.94925,             0.78534,            0.021623,           0.0061873,           0.0020321,           0.0051688,           0.0051688,           0.0051688
                 124,            0.019232,           0.0067237,           0.0035893,             0.94776,             0.95362,             0.94924,             0.78277,            0.020326,           0.0061591,           0.0021378,           0.0051292,           0.0051292,           0.0051292
                 125,             0.01998,           0.0065306,           0.0041656,             0.94878,             0.95186,             0.94924,             0.76468,            0.021542,           0.0062497,           0.0022428,           0.0050896,           0.0050896,           0.0050896
                 126,            0.018995,           0.0065354,           0.0034442,             0.94363,             0.95058,             0.95143,             0.75417,            0.021331,           0.0063969,           0.0022183,             0.00505,             0.00505,             0.00505
                 127,            0.020016,           0.0064705,           0.0038269,             0.94099,             0.95089,              0.9513,             0.76666,            0.020614,           0.0063123,           0.0022676,           0.0050104,           0.0050104,           0.0050104
                 128,            0.018886,           0.0067445,           0.0037775,             0.93996,             0.94747,             0.95095,             0.77398,            0.020735,           0.0062724,            0.002511,           0.0049708,           0.0049708,           0.0049708
                 129,            0.019272,            0.006745,            0.003927,             0.94429,              0.9486,             0.95174,             0.75996,            0.021413,            0.006297,           0.0024168,           0.0049312,           0.0049312,           0.0049312
                 130,            0.019241,           0.0063847,           0.0032573,             0.94751,             0.95386,             0.95181,              0.7581,             0.02091,           0.0062286,           0.0021709,           0.0048916,           0.0048916,           0.0048916
                 131,            0.019536,           0.0067595,           0.0037734,             0.94747,             0.95176,             0.95174,             0.76919,            0.020479,           0.0062193,           0.0019751,            0.004852,            0.004852,            0.004852
                 132,            0.018958,            0.006676,           0.0038265,             0.94902,             0.95336,             0.95174,             0.77658,            0.021067,           0.0060989,           0.0020841,           0.0048124,           0.0048124,           0.0048124
                 133,            0.018515,           0.0063576,            0.002979,             0.95044,             0.95392,             0.95174,             0.77316,            0.020938,           0.0060298,           0.0018904,           0.0047728,           0.0047728,           0.0047728
                 134,            0.018495,           0.0066356,            0.003345,             0.95001,             0.95385,             0.95174,             0.78097,             0.02102,            0.006047,           0.0017322,           0.0047332,           0.0047332,           0.0047332
                 135,            0.019003,           0.0069186,           0.0037114,             0.94802,             0.95409,             0.95174,             0.77048,            0.021852,           0.0060943,           0.0017945,           0.0046936,           0.0046936,           0.0046936
                 136,            0.019078,           0.0064933,            0.003254,             0.94675,             0.95301,             0.95174,             0.76724,            0.020893,           0.0060738,           0.0019373,            0.004654,            0.004654,            0.004654
                 137,            0.018111,           0.0063685,           0.0038203,              0.9491,             0.94849,             0.95174,             0.77267,            0.019987,           0.0060706,           0.0023316,           0.0046144,           0.0046144,           0.0046144
                 138,            0.018279,           0.0064177,           0.0037329,             0.94772,             0.95389,             0.95174,             0.77627,            0.020438,           0.0060883,           0.0019593,           0.0045748,           0.0045748,           0.0045748
